ID,Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Count,Engine,Power,Seats,Mileage
4661,Mercedes-Benz,GLA Class 200 CDI SPORT,2015,35000,Diesel,Automatic,1,2143,136,5,17.9
4662,Toyota,Innova 2.5 G4 Diesel 8-seater,2005,128000,Diesel,Manual,2,2494,102,8,12.8
4663,BMW,3 Series 320d Sedan,2008,78000,Diesel,Automatic,2,1995,181,5,16.07
4664,Maruti,Swift ZXI,2011,53080,Petrol,Manual,1,1197,85.8,5,18.6
4665,Volkswagen,Vento Petrol Highline,2011,66000,Petrol,Manual,2,1598,103.6,5,15.04
4666,Maruti,Ertiga VXI,2012,25000,Petrol,Manual,1,1373,93.7,7,16.02
4667,Hyundai,Grand i10 AT Asta,2016,36139,Petrol,Automatic,2,1197,82,5,18.9
4668,Hyundai,Creta 1.6 CRDi SX,2017,44000,Diesel,Manual,1,1582,126.2,5,19.67
4669,Audi,A6 3.0 TDI quattro,2008,50000,Diesel,Automatic,2,2967,241.38,5,16.77
4670,Mahindra,XUV500 W8 1.99 mHawk,2016,81177,Diesel,Manual,1,1997,140,7,16
4671,Ford,EcoSport 1.5 Ti VCT AT Titanium BE,2016,26000,Petrol,Automatic,1,1499,110.4,5,16.05
4672,Hyundai,Xcent 1.1 CRDi Base,2016,100000,Diesel,Manual,1,1120,71,5,24.4
4673,Volkswagen,Vento 1.5 TDI Comfortline AT,2014,75000,Diesel,Automatic,1,1498,103.2,5,21.21
4674,Mercedes-Benz,S-Class 280 AT,2004,119859,Petrol,Automatic,1,2987,210,5,13
4675,Hyundai,i10 Magna,2010,55980,Petrol,Manual,1,1197,78.9,5,20.36
4676,Audi,A4 35 TDI Technology Edition,2015,30000,Diesel,Automatic,1,1968,174.33,5,17.11
4677,Hyundai,i20 Sportz 1.4 CRDi,2012,49700,Diesel,Manual,2,1396,88.76,5,21.9
4678,Hyundai,Verna 1.4 EX,2013,79000,Diesel,Manual,1,1396,88.7,5,23.5
4679,Honda,City 1.5 V MT,2010,65100,Petrol,Manual,1,1497,118,5,17
4680,Maruti,Ertiga VDI,2016,54161,Diesel,Manual,1,1248,88.5,7,25.47
4681,Maruti,Alto LXi BSII,2011,28619,Petrol,Manual,1,796,46.3,5,19.7
4682,Maruti,Wagon R AMT VXI,2016,9000,Petrol,Automatic,1,998,67,5,20.51
4683,Hyundai,Verna 1.6 CRDi AT SX,2016,42876,Diesel,Automatic,1,1582,126.2,5,19.08
4684,Maruti,Alto LXi BSIII,2011,64000,Petrol,Manual,1,796,46.3,5,19.7
4685,Volkswagen,Vento 1.6 Comfortline,2018,20488,Petrol,Manual,2,1598,103.5,5,16.09
4686,Maruti,Baleno Zeta 1.2,2016,21000,Petrol,Manual,1,1197,83.1,5,21.4
4687,Land Rover,Freelander 2 TD4 SE,2012,119203,Diesel,Automatic,1,2179,115,5,0
4688,Honda,CR-V 2.0L 2WD AT,2011,55987,Petrol,Automatic,1,1997,153.86,5,13.7
4689,Toyota,Fortuner 2.8 2WD MT,2017,72668,Diesel,Manual,1,2755,174.5,7,14.24
4690,Honda,City V AT,2015,32000,Petrol,Automatic,1,1497,116.3,5,15.6
4691,Mercedes-Benz,SLK-Class 55 AMG,2014,3000,Petrol,Automatic,2,5461,421,2,12
4692,Honda,City i-VTEC S,2015,10400,Petrol,Manual,1,1497,117.3,5,17.4
4693,Maruti,Swift VDI,2013,35000,Diesel,Manual,1,1248,74,5,22.9
4694,Toyota,Corolla Altis 2008-2013 1.8 VL AT,2013,55101,Petrol,Automatic,1,1794,138.1,5,14.53
4695,Toyota,Etios Cross 1.4L VD,2014,57464,Diesel,Manual,1,1364,67.06,5,23.59
4696,Maruti,Wagon R LX,2006,110000,Petrol,Manual,1,998,67.1,5,18.9
4697,Fiat,Punto 1.2 Dynamic,2017,17941,Petrol,Manual,1,,,,15.7
4698,Mercedes-Benz,E-Class 2015-2017 E 200 CGI,2014,72000,Petrol,Automatic,1,1991,184,5,12
4699,Jaguar,XF Aero Sport Edition,2012,16000,Diesel,Automatic,1,2179,187.7,5,16.36
4700,Hyundai,i20 Sportz Petrol,2011,62020,Petrol,Manual,1,1197,80,5,17
4701,Land Rover,Freelander 2 SE,2014,85000,Diesel,Automatic,2,2179,147.51,5,12.39
4702,Hyundai,Elite i20 Petrol Sportz,2018,14223,Petrol,Manual,1,1197,81.86,5,18.6
4703,Honda,Amaze S i-Vtech,2014,41210,Petrol,Manual,1,1198,86.7,5,18
4704,Mercedes-Benz,M-Class ML 350 4Matic,2015,20000,Diesel,Automatic,1,2987,165,5,0
4705,Maruti,Alto 800 VXI,2016,18043,Petrol,Manual,1,796,47.3,5,22.74
4706,Toyota,Innova Crysta 2.8 ZX AT,2016,80000,Diesel,Automatic,1,2755,171.5,7,11.36
4707,Hyundai,Grand i10 AT Asta,2016,21000,Petrol,Automatic,1,1197,82,5,18.9
4708,BMW,X3 xDrive30d M Sport,2016,49000,Diesel,Automatic,1,2993,258,5,16.55
4709,Maruti,1000 AC,1998,104000,Petrol,Manual,2,970,,5,15
4710,Hyundai,i20 Magna,2010,95000,Petrol,Manual,2,1197,80,5,18.5
4711,Hyundai,Grand i10 AT Asta,2015,32000,Petrol,Automatic,1,1197,82,5,18.9
4712,Hyundai,Santro Xing XG,2003,80000,Petrol,Manual,2,,,,17
4713,Ford,Fiesta 1.5 TDCi Titanium,2014,122800,Diesel,Manual,1,1498,89.75,5,25.01
4714,Mercedes-Benz,E-Class 220 CDI,2011,78000,Diesel,Manual,2,2148,,5,15
4715,Maruti,Swift Dzire VDI,2015,69000,Diesel,Manual,1,1248,74,5,26.59
4716,Toyota,Etios VXD,2015,65000,Diesel,Manual,2,1364,67.04,5,23.59
4717,Hyundai,Xcent 1.2 Kappa Base,2015,23000,Petrol,Manual,1,1197,82,5,19.1
4718,Honda,Civic 2006-2010 1.8 S MT,2009,70000,Petrol,Manual,1,1799,130,5,13.5
4719,Toyota,Innova 2.5 GX (Diesel) 8 Seater,2014,250000,Diesel,Manual,1,2494,100.6,8,12.99
4720,Hyundai,Accent GLE,2012,56000,Petrol,Manual,1,1495,94,5,13.2
4721,Maruti,Alto 800 LXI,2013,30000,Petrol,Manual,1,796,47.3,5,22.74
4722,Mercedes-Benz,SL-Class SL 500,2010,35000,Petrol,Automatic,1,5461,387.3,2,8.1
4723,Ford,Ecosport 1.5 DV5 MT Titanium Optional,2013,92250,Diesel,Manual,2,1498,89.84,5,22.7
4724,Hyundai,Xcent 1.2 VTVT E,2018,40000,Petrol,Manual,1,1197,81.86,5,20.14
4725,Skoda,Rapid 1.6 MPI AT Ambition Plus,2014,96848,Petrol,Automatic,1,1598,103.6,5,14.3
4726,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus,2016,42000,Diesel,Automatic,1,1968,174.33,5,15.73
4727,Mahindra,XUV500 W8 2WD,2013,55886,Diesel,Manual,1,2179,140,7,16
4728,Hyundai,Verna VTVT 1.6 SX Option,2019,12336,Petrol,Manual,1,1591,121.3,5,17
4729,Hyundai,Verna Xi (Petrol),2009,60000,Petrol,Manual,3,1599,103.2,5,13.9
4730,Ford,Ikon 1.6 CLXI,2003,83000,Petrol,Manual,2,1597,92,5,14.2
4731,Nissan,Micra Active XV,2018,24000,Petrol,Manual,1,1198,67.04,5,19.69
4732,Honda,Brio VX AT,2016,32198,Petrol,Automatic,1,1198,86.8,5,16.5
4733,Toyota,Innova 2.5 GX (Diesel) 7 Seater,2014,92247,Diesel,Manual,1,2494,100.6,7,12.99
4734,Volkswagen,Vento 1.5 TDI Highline,2011,121311,Diesel,Manual,1,1498,108.5,5,20.64
4735,Mahindra,XUV500 W10 AWD,2016,66296,Diesel,Manual,1,2179,140,7,16
4736,Hyundai,Xcent 1.2 Kappa AT SX Option,2015,41000,Petrol,Automatic,1,1197,82,5,16.9
4737,Ford,Endeavour 2.2 Trend MT 4X4,2017,38681,Diesel,Manual,1,2198,157.7,7,13.5
4738,Chevrolet,Spark 1.0 LT,2008,43761,Petrol,Manual,1,995,62,5,18
4739,Maruti,Ertiga SHVS VDI,2017,17400,Diesel,Manual,1,1248,88.5,7,24.52
4740,Honda,Amaze S i-Dtech,2013,61510,Diesel,Manual,1,1498,98.6,5,25.8
4741,Honda,City i VTEC S,2014,60000,Petrol,Manual,1,1497,117.3,5,17.4
4742,Mini,Cooper Countryman D,2014,35165,Diesel,Automatic,2,1998,112,5,23.8
4743,Toyota,Corolla Altis 2008-2013 1.8 VL AT,2016,41617,Petrol,Automatic,1,1794,138.1,5,14.53
4744,Hyundai,Santro Xing XL eRLX Euro III,2005,45000,Petrol,Manual,1,1086,,5,17
4745,Skoda,Superb Elegance 1.8 TSI AT,2014,65000,Petrol,Automatic,1,1798,157.75,5,13.7
4746,Maruti,Wagon R LXI BS IV,2011,68000,Petrol,Manual,1,998,67.1,5,18.9
4747,Hyundai,i10 Era 1.1,2013,49000,Petrol,Manual,1,1086,68.05,5,19.81
4748,Tata,Tiago 1.2 Revotron XT Option,2019,16698,Petrol,Manual,1,1199,84,5,23.84
4749,Maruti,Baleno Zeta 1.2,2016,30965,Petrol,Manual,1,1197,83.1,5,21.4
4750,Volkswagen,Vento 1.6 Highline,2014,56058,Petrol,Manual,1,1598,103.2,5,15.04
4751,Hyundai,Grand i10 1.2 Kappa Sportz Option,2017,15356,Petrol,Manual,1,1197,81.86,5,18.9
4752,Ford,Figo Diesel EXI,2013,54000,Diesel,Manual,1,1399,68.05,5,20
4753,Honda,Civic 2010-2013 1.8 V AT Sunroof,2011,47000,Petrol,Automatic,2,1799,130.3,5,13.9
4754,Maruti,Alto 800 LXI,2015,21652,Petrol,Manual,1,796,47.3,5,22.74
4755,Land Rover,Range Rover Evoque 2.0 TD4 HSE Dynamic,2016,52000,Diesel,Automatic,1,1999,177,5,15.68
4756,Audi,A6 2.7 TDI,2010,35010,Diesel,Automatic,1,2698,179.5,5,12.4
4757,Mercedes-Benz,E-Class 280 CDI,2006,76662,Diesel,Automatic,1,2987,198.5,5,11
4758,Honda,City 1.5 V AT Exclusive,2009,89000,Petrol,Automatic,1,1497,118,5,17
4759,Honda,CR-V 2.4 4WD AT,2006,80000,Petrol,Automatic,3,2354,152,5,10.1
4760,Maruti,Ciaz 1.3 Alpha,2018,39023,Diesel,Manual,1,1248,88.5,5,28.09
4761,Maruti,Wagon R LXI,2004,62000,Petrol,Manual,2,998,67.1,5,18.9
4762,Hyundai,Creta 1.6 CRDi SX Option,2015,78046,Diesel,Manual,1,1582,126.2,5,19.67
4763,Maruti,Ciaz VDi Plus SHVS,2015,34400,Diesel,Manual,1,1248,88.5,5,28.09
4764,Hyundai,EON D Lite Plus,2016,64624,Petrol,Manual,1,814,55.2,5,21.1
4765,Maruti,Ertiga VXI,2014,69192,Petrol,Manual,1,1373,93.7,7,16.02
4766,Volkswagen,Vento Diesel Highline,2012,55000,Diesel,Manual,1,1598,103.6,5,20.54
4767,Honda,City 1.5 GXI,2005,81000,Petrol,Manual,2,1493,100,5,12.8
4768,Volkswagen,Polo Petrol Trendline 1.2L,2016,36733,Petrol,Manual,1,1198,73.9,5,16.47
4769,Maruti,Alto 800 2016-2019 CNG LXI,2017,24310,CNG,Manual,1,796,40.3,4,33.44
4770,Mercedes-Benz,GLA Class 200 CDI,2016,43022,Diesel,Automatic,1,2143,136,5,17.9
4771,Hyundai,Santa Fe 4X2,2013,74000,Diesel,Manual,1,2199,194.3,7,14.66
4772,Maruti,Swift VDI,2014,47000,Diesel,Manual,1,1248,74,5,22.9
4773,Hyundai,Elite i20 Sportz Plus,2017,37460,Petrol,Manual,1,1197,81.86,5,18.6
4774,Mahindra,Xylo E8 BS IV,2011,130000,Diesel,Manual,1,2498,112,8,14
4775,Hyundai,Grand i10 Asta Option,2017,31576,Petrol,Manual,1,1197,82,5,18.9
4776,Volkswagen,Vento Petrol Highline,2011,66000,Petrol,Manual,1,1598,103.6,5,15.04
4777,Honda,Accord 2.4 A/T,2008,79000,Petrol,Automatic,2,2354,177.6,5,11.7
4778,Mercedes-Benz,S-Class S 350 d,2011,47140,Diesel,Automatic,2,2925,281.61,5,13.5
4779,Mercedes-Benz,B Class B200 CDI,2016,36610,Diesel,Automatic,1,2143,107.3,5,15
4780,Hyundai,Creta 1.6 SX Option Diesel,2016,93000,Diesel,Manual,1,1582,126.2,5,20.5
4781,Maruti,Alto LXI,2007,52195,Petrol,Manual,1,796,46.3,5,19.7
4782,Audi,A3 35 TDI Premium,2016,20003,Diesel,Automatic,1,1968,143,5,20.38
4783,Renault,Duster 85PS Diesel RxL,2013,66314,Diesel,Manual,1,1461,83.8,5,19.87
4784,Ford,Fiesta 1.4 ZXi TDCi ABS,2009,76000,Diesel,Manual,1,1399,68,5,17.8
4785,Hyundai,Creta 1.6 SX Plus Diesel,2015,29000,Diesel,Manual,1,1582,126.2,5,19.67
4786,Ford,Figo Diesel ZXI,2011,30000,Diesel,Manual,1,1399,68,5,20
4787,Volkswagen,Polo Petrol Highline 1.6L,2013,56526,Petrol,Manual,1,1598,103.5,5,15.26
4788,Volvo,V40 D3 R Design,2015,38000,Diesel,Automatic,2,1969,150,5,16.8
4789,Hyundai,Verna SX CRDi AT,2012,41000,Diesel,Automatic,1,1582,126.32,5,19.08
4790,BMW,7 Series 2007-2012 730Ld,2009,53000,Diesel,Automatic,1,2993,258,5,14.49
4791,Mitsubishi,Lancer GLXD,2003,125000,Diesel,Manual,3,1998,68,5,14.8
4792,Toyota,Fortuner 3.0 Diesel,2010,242000,Diesel,Manual,1,2982,171,7,11.5
4793,Maruti,Ciaz VDi Plus,2015,90000,Diesel,Manual,1,1248,88.5,5,26.21
4794,Maruti,Vitara Brezza VDi Option,2018,11000,Diesel,Manual,1,1248,88.5,5,24.3
4795,BMW,3 Series Luxury Line,2018,21936,Diesel,Automatic,1,1995,190,5,21.76
4796,Volkswagen,Vento Petrol Highline AT,2013,41000,Petrol,Automatic,1,1598,103.6,5,14.4
4797,Hyundai,i20 1.2 Asta,2011,47000,Petrol,Manual,1,1197,80,5,17
4798,BMW,X5 3.0d,2009,110000,Diesel,Automatic,1,2993,235,5,11
4799,Hyundai,Xcent 1.2 Kappa S,2015,45960,Petrol,Manual,1,1197,82,5,19.1
4800,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency,2013,48000,Diesel,Automatic,1,2143,203,5,14.21
4801,Land Rover,Freelander 2 SE,2011,68000,Diesel,Automatic,1,2179,147.51,5,12.39
4802,Hyundai,i10 Magna,2011,41000,Petrol,Manual,1,1197,78.9,5,20.36
4803,Hyundai,Verna 1.6 SX CRDi (O),2013,69573,Diesel,Manual,2,1582,126.32,5,22.32
4804,Volkswagen,Jetta 2012-2014 2.0L TDI Highline,2012,115000,Diesel,Manual,1,1968,138.1,5,19.33
4805,Mahindra,XUV500 W8 2WD,2012,47629,Diesel,Manual,1,2179,140,7,15.1
4806,Maruti,Omni 8 Seater BSII,2004,66624,Petrol,Manual,3,796,35,8,19.7
4807,Skoda,Superb Style 1.8 TSI AT,2013,80000,Petrol,Automatic,2,1798,177.46,5,14.67
4808,Maruti,Swift VDI,2012,94868,Diesel,Manual,1,1248,74,5,22.9
4809,Mahindra,Scorpio 2.6 LX,2010,76477,Diesel,Manual,1,2179,120,8,10.5
4810,Mercedes-Benz,GLA Class 200 Sport Edition,2016,28000,Petrol,Automatic,1,1991,183,5,13.7
4811,Mahindra,Thar CRDe,2017,28599,Diesel,Manual,1,2498,105,6,16.55
4812,Renault,Duster 110PS Diesel RxZ,2013,45348,Diesel,Manual,2,1461,108.45,5,19.01
4813,Audi,Q5 2008-2012 2.0 TDI,2013,80127,Diesel,Automatic,1,1968,167.6,5,12.8
4814,Land Rover,Freelander 2 SE,2013,68000,Diesel,Automatic,2,2179,147.51,5,12.39
4815,Volkswagen,Vento Diesel Comfortline,2012,75000,Diesel,Manual,3,1598,103.6,5,20.54
4816,BMW,5 Series 2003-2012 540i Sedan,2006,48000,Petrol,Automatic,2,2979,306,5,11.62
4817,Hyundai,Elantra CRDi SX,2019,41871,Diesel,Manual,1,1582,126.2,5,22.7
4818,Tata,Sumo EX,2015,84931,Diesel,Manual,1,2956,83.8,7,15.3
4819,Datsun,redi-GO T,2016,15000,Petrol,Manual,1,799,53.64,5,22.7
4820,BMW,X5 xDrive 30d,2009,110000,Diesel,Automatic,1,2993,245,5,11.7
4821,BMW,6 Series 630i Coupe,2011,5900,Petrol,Automatic,1,4395,450,4,7.94
4822,Maruti,Alto Vxi 1.1,2002,103653,Petrol,Manual,2,1061,47,5,18.9
4823,Volkswagen,Polo Petrol Comfortline 1.2L,2012,64806,Petrol,Manual,1,1198,73.9,5,16.47
4824,Datsun,GO Plus A,2016,35000,Petrol,Manual,1,1198,67,7,20.62
4825,Hyundai,Creta 1.6 VTVT S,2016,40000,Petrol,Manual,1,1591,121.3,5,15.29
4826,Maruti,Alto K10 VXI,2015,23876,Petrol,Manual,1,998,67.1,5,24.07
4827,Hyundai,Santa Fe 4X4,2013,67901,Diesel,Manual,1,2199,194.3,7,14.66
4828,Volkswagen,Polo GT TDI,2014,68865,Diesel,Manual,1,1598,103.6,5,15.11
4829,Honda,Amaze S i-Dtech,2014,71000,Diesel,Manual,2,1498,98.6,5,25.8
4830,Maruti,Esteem Vxi,2004,95000,Petrol,Manual,1,1298,,5,15.9
4831,Maruti,Swift VDI,2014,25000,Diesel,Manual,1,1248,74,5,22.9
4832,Skoda,Rapid 1.6 TDI Ambition,2012,180000,Diesel,Manual,1,1598,103.5,5,20.5
4833,Mercedes-Benz,E-Class 280 CDI,2005,131000,Diesel,Automatic,1,2987,198.5,5,11
4834,Mahindra,Scorpio SLE BSIV,2011,65000,Diesel,Manual,2,2179,120,8,12.05
4835,Nissan,Sunny 2011-2014 Diesel XL,2012,117777,Diesel,Manual,1,1461,84.8,5,21.64
4836,Maruti,Swift Dzire VXi,2009,65000,Petrol,Manual,2,1298,85.8,5,17.5
4837,Hyundai,EON Sportz,2017,46897,Petrol,Manual,1,814,55.2,5,21.1
4838,Honda,Brio S MT,2015,36695,Petrol,Manual,1,1198,86.8,5,19.4
4839,Nissan,Micra XV Primo,2011,43000,Petrol,Manual,1,1198,75,5,18.06
4840,Maruti,Alto LXi BSII,2008,54000,Petrol,Manual,1,796,46.3,5,19.7
4841,BMW,3 Series 320d,2011,89000,Diesel,Automatic,1,1995,190,5,22.69
4842,Volkswagen,Polo 1.2 MPI Highline,2014,7000,Petrol,Manual,1,1198,74,5,16.47
4843,Maruti,Celerio LXI,2014,58470,Petrol,Manual,1,998,67.04,5,23.1
4844,Maruti,Wagon R VXI 1.2,2014,37000,Petrol,Manual,1,1197,81.8,5,21.5
4845,Maruti,Ciaz ZDi Plus,2016,29000,Diesel,Manual,1,1248,88.5,5,26.21
4846,Audi,A4 2.0 TDI,2013,52000,Diesel,Automatic,1,1968,147.51,5,16.55
4847,Honda,Brio S MT,2013,32807,Petrol,Manual,1,1198,86.8,5,19.4
4848,Mahindra,Scorpio VLX 2WD AT BSIV,2013,86000,Diesel,Automatic,1,2179,120,8,11.79
4849,Honda,City i DTEC V,2014,66500,Diesel,Manual,1,1498,98.6,5,26
4850,BMW,X1 sDrive20d,2012,94000,Diesel,Automatic,1,1995,184,5,17.05
4851,Chevrolet,Spark 1.0 LT,2011,29000,Petrol,Manual,2,995,62,5,18
4852,Ford,Figo Diesel EXI,2010,107389,Diesel,Manual,2,1399,68,5,20
4853,Maruti,Swift VXI BSIV,2015,36100,Petrol,Manual,1,1197,81.8,5,20.4
4854,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,2015,16329,Diesel,Automatic,1,2143,170,5,19.27
4855,Skoda,Octavia Elegance 2.0 TDI AT,2014,36000,Diesel,Automatic,1,1968,141,5,19.3
4856,BMW,X3 xDrive20d xLine,2017,41816,Diesel,Automatic,1,1995,190,5,18.56
4857,Hyundai,EON Era Plus,2015,54680,Petrol,Manual,1,814,55.2,5,21.1
4858,Audi,A4 35 TDI Technology,2017,14000,Diesel,Automatic,1,1968,187.74,5,18.25
4859,Ford,Figo 2015-2019 1.2P Titanium MT,2017,23977,Petrol,Manual,1,1196,86.8,5,18.16
4860,Maruti,Alto K10 2010-2014 VXI,2013,30131,Petrol,Manual,1,998,67.1,5,20.92
4861,Maruti,Alto 800 2016-2019 VXI,2017,2530,Petrol,Manual,1,796,47.3,5,24.7
4862,Mercedes-Benz,New C-Class C 220 CDI Style,2015,39000,Diesel,Automatic,1,2143,167.62,5,19.27
4863,Hyundai,Santro D Lite,2001,140000,Petrol,Manual,3,1086,68,5,20.3
4864,Hyundai,Xcent 1.1 CRDi S,2017,32257,Diesel,Manual,1,1120,71,5,24.4
4865,Honda,Amaze S i-Dtech,2016,46983,Diesel,Manual,1,1498,98.6,5,25.8
4866,Maruti,Swift Vdi BSIII,2008,107000,Diesel,Manual,2,1248,75,5,17.8
4867,Volkswagen,Polo 1.2 MPI Comfortline,2017,19000,Petrol,Manual,1,1199,74,5,16.2
4868,Audi,A4 2.0 TDI 177 Bhp Premium Plus,2013,88000,Diesel,Automatic,1,1968,174.33,5,17.11
4869,Land Rover,Range Rover 3.6 TDV8 Vogue SE,2012,84384,Diesel,Automatic,1,4367,308,7,10.2
4870,Mahindra,XUV500 W8 2WD,2011,128000,Diesel,Manual,3,2179,140,7,16
4871,Ford,Endeavour 2.5L 4X2,2011,71000,Diesel,Manual,3,2499,141,7,13.1
4872,Tata,Indica V2 DLX,2008,50000,Diesel,Manual,1,1396,53.5,5,17.2
4873,Maruti,Baleno Alpha,2016,16000,Petrol,Manual,1,1197,83.1,5,21.4
4874,Hyundai,Xcent 1.1 CRDi Base,2017,82000,Diesel,Manual,1,1120,71,5,24.4
4875,Honda,Civic 2006-2010 1.8 S MT,2008,80000,Petrol,Manual,1,1799,130,5,13.5
4876,Hyundai,i20 Sportz Option 1.2,2015,36000,Petrol,Manual,2,1197,81.83,5,18.6
4877,Tata,Nexon 1.2 Revotron XZ Plus,2018,17477,Petrol,Manual,1,1198,108.5,5,17
4878,Hyundai,i20 Sportz 1.2,2016,16725,Petrol,Manual,1,1197,81.83,5,18.6
4879,Maruti,Swift Dzire ZXI,2014,48241,Petrol,Manual,1,1197,85.8,5,19.1
4880,Maruti,Wagon R LXI,2014,52431,Petrol,Manual,1,998,67.04,5,22.5
4881,Hyundai,i20 Sportz 1.4 CRDi,2012,68000,Diesel,Manual,1,1396,88.76,5,21.9
4882,Toyota,Fortuner 4x2 AT,2012,158000,Diesel,Automatic,1,2982,168.5,7,12.55
4883,Hyundai,i10 Sportz,2014,31446,Petrol,Manual,1,1197,78.9,5,20.36
4884,Hyundai,Grand i10 Asta,2015,25000,Petrol,Manual,1,1197,82,5,18.9
4885,Hyundai,i20 Asta 1.2,2016,57000,Petrol,Manual,1,1197,81.83,5,18.6
4886,Hyundai,Santro Xing XL AT eRLX Euro II,2007,76000,Petrol,Automatic,1,1086,,5,17
4887,Maruti,Vitara Brezza ZDi Plus,2018,57078,Diesel,Manual,1,1248,88.5,5,24.3
4888,Honda,Amaze S i-Dtech,2016,47471,Diesel,Manual,1,1498,98.6,5,25.8
4889,Mercedes-Benz,M-Class ML 250 CDI,2014,50000,Diesel,Automatic,1,2143,203.2,5,15.26
4890,Hyundai,i20 Sportz Diesel,2010,62000,Diesel,Manual,1,1396,90,5,23
4891,Hyundai,i10 Era,2013,65807,Petrol,Manual,1,1086,68.05,5,19.81
4892,Maruti,Swift Dzire VDI,2014,81768,Diesel,Manual,1,1248,74,5,26.59
4893,BMW,Z4 2009-2013 Roadster 2.5i,2018,9952,Petrol,Automatic,1,2979,306,2,10.37
4894,Maruti,Baleno Alpha Diesel,2017,24000,Diesel,Manual,1,1248,74,5,27.39
4895,Chevrolet,Beat Diesel,2012,72921,Diesel,Manual,1,936,57.6,5,25.44
4896,Honda,Brio V MT,2012,59000,Petrol,Manual,1,1198,86.8,5,19.4
4897,Ford,Figo Diesel Titanium,2014,33000,Diesel,Manual,2,1399,68.05,5,20
4898,Maruti,Celerio VXI AT,2016,36789,Petrol,Automatic,1,998,67.04,5,23.1
4899,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,2014,41000,Diesel,Automatic,1,2143,170,5,14.84
4900,Hyundai,Santro Xing XL AT eRLX Euro III,2007,71000,Petrol,Automatic,1,1086,,5,17
4901,Honda,Brio S MT,2015,46650,Petrol,Manual,1,1198,86.8,5,19.4
4902,Maruti,Baleno Alpha CVT,2018,3000,Petrol,Automatic,1,1197,83.1,5,21.4
4903,Hyundai,EON Sportz,2014,14799,Petrol,Manual,1,814,55.2,5,21.1
4904,Toyota,Prius 2009-2016 Z4,2011,44000,Electric,Automatic,1,1798,73,5,
4905,Hyundai,i20 1.4 CRDi Sportz,2015,68525,Diesel,Manual,1,1396,90,5,23
4906,Ford,Endeavour 3.2 Titanium AT 4X4,2018,15000,Diesel,Automatic,1,3198,197,7,10.91
4907,Honda,City i-VTEC VX,2017,29000,Petrol,Manual,1,1497,117.3,5,17.4
4908,Maruti,SX4 ZDI,2012,77407,Diesel,Manual,2,1248,88.8,5,21.5
4909,Chevrolet,Optra Magnum 1.6 LS Petrol,2007,118000,Petrol,Manual,1,1598,102.5,5,12.9
4910,Volkswagen,Vento Diesel Highline,2013,75000,Diesel,Manual,1,1598,103.6,5,20.54
4911,Honda,City V MT,2012,69000,Petrol,Manual,1,1497,116.3,5,16.8
4912,Hyundai,Creta 1.6 CRDi SX Option,2016,52553,Diesel,Manual,1,1582,126.2,5,19.67
4913,Hyundai,Xcent 1.1 CRDi SX,2014,58000,Diesel,Manual,2,1120,71,5,24.4
4914,Mercedes-Benz,GLC 220d 4MATIC Style,2017,24000,Diesel,Automatic,1,2143,170,5,17.9
4915,Ford,Figo Diesel EXI,2015,65542,Diesel,Manual,1,1399,68,5,20
4916,Volkswagen,Jetta 2007-2011 2.0 TDI Trendline,2013,68008,Diesel,Manual,2,1896,105,5,15
4917,Mahindra,TUV 300 2015-2019 T8,2017,22251,Diesel,Manual,1,1493,100,7,18.49
4918,Ford,Ecosport 1.5 Ti VCT MT Titanium,2013,55000,Petrol,Manual,2,1499,110,5,15.8
4919,Hyundai,Verna 1.6 SX VTVT (O),2017,19387,Petrol,Manual,1,1591,121.3,5,17.1
4920,Maruti,Wagon R LXI CNG,2014,58000,CNG,Manual,1,998,58.16,5,26.6
4921,Hyundai,i20 Sportz 1.2,2016,24001,Petrol,Manual,1,1197,81.83,5,18.6
4922,Audi,A4 New 2.0 TDI Multitronic,2008,17000,Diesel,Automatic,1,1968,140.8,5,15.2
4923,Nissan,Micra Active XV S,2015,28500,Petrol,Manual,1,1198,67.04,5,19.49
4924,Mercedes-Benz,M-Class ML 250 CDI,2014,66000,Diesel,Automatic,1,2143,203.2,5,15.26
4925,Land Rover,Discovery Sport TD4 S,2017,22000,Diesel,Automatic,1,2179,147.5,5,12.83
4926,Hyundai,Creta 1.6 SX Option Executive,2018,44383,Petrol,Manual,1,1591,121.3,5,15.8
4927,Skoda,Rapid 1.6 TDI Active,2013,45000,Diesel,Manual,1,1598,103.5,5,20.5
4928,Maruti,Swift Dzire VDI,2015,58000,Diesel,Manual,1,1248,74,5,23.4
4929,Hyundai,Creta 1.6 SX,2016,69000,Petrol,Manual,1,1591,121.3,5,15.8
4930,Hyundai,Grand i10 CRDi Sportz,2017,60993,Diesel,Manual,1,1120,70,5,24
4931,Mahindra,TUV 300 T8,2016,67000,Diesel,Manual,1,1493,100,7,18.49
4932,Hyundai,Grand i10 CRDi Sportz,2014,51134,Diesel,Manual,1,1120,70,5,24
4933,BMW,X5 xDrive 30d,2011,55000,Diesel,Automatic,2,2993,245,5,11.7
